utt_id,session,pass,item_id,item_type,script_text,verbatim_text,was_corrected,wav_path,duration_sec,file,duration_s,f0_mean_hz,f0_median_hz,f0_sd_hz,f0_p10_hz,f0_p90_hz,f0_span_st,f0_floor_used,f0_ceiling_used,f0_n_frames,f0_window_s,f0_time_step_s,f0_octave_jump_cost,f0_shs_anchor_hz,f0_anchor_confidence,f0_octave_jump_rate,f0_frames_repaired,f0_frames_repaired_shs,f0_pct_voiced,f0_quality_flag,hnr_db,jitter_local_pct,shimmer_local_pct,shimmer_local_db,cpps_db,formant_ceiling_hz,formant_smoothness,f1_median_hz,f2_median_hz,f3_median_hz,formant_n_plausible_ceilings,formant_flag,shr_mean,shr_median,shr_p90,shr_doubling_rate,shr_octave_risk_rate,shr_n_frames,creak_sonorant_restricted,creak_low_f0_hz,creak_f0_irregularity_pct,creak_hnr_db,creak_period_doubling_shr,creak_doubling_rate,creak_subtype_hint,s_cog_mean_hz,s_cog_sd_hz,s_n,sh_cog_mean_hz,sh_cog_sd_hz,sh_n,h1_h2_db_mean,h1s_h2s_db_mean,h1_a3_db_mean,tilt_n_vowels,vot_mean_ms,vot_n,vot_k_mean_ms,vot_k_n,vot_kʰ_mean_ms,vot_kʰ_n,vot_t_mean_ms,vot_t_n,vot_tʰ_mean_ms,vot_tʰ_n,f0_tracking_failed
s01_A_modal_C011,s01,A_modal,C011,command,Navigate to Grand Central Terminal.,Navigate to Grand Central Terminal.,False,data/split/s01_A_modal_C011.wav,2.68,s01_A_modal_C011.wav,2.68,130.53923014436907,123.55788807704913,27.665219525015395,103.04159290922493,177.1386965745777,9.37983128570448,62.51987589178415,213.0345511983682,93.0,0.0479847401679541,0.011996185041988525,0.8,124.07717591534998,0.7586250480885395,0.0,0.0,0.0,42.27272727272727,,5.20162981869277,2.7099165335239705,14.59649322798774,1.3075470432443699,7.128486964362288,3500.0,0.2002694393193891,462.15818939655196,1227.1328347418737,1934.2431736844383,13,ceiling_at_search_edge,0.29232246922331323,0.23983316403243432,0.6563199881750548,0.44155844155844154,0.2727272727272727,77,True,103.04159290922493,2.7099165335239705,5.20162981869277,0.23983316403243432,0.44155844155844154,,7029.000577225341,,1,,,0,-3.6562494112179564,-5.9009370420753795,0.3868601312200302,6,3.725026463329062,1,,0,,0,3.725026463329062,1,,0,False
s01_A_modal_C012,s01,A_modal,C012,command,Send a photo to the choir group chat.,Send a photo to the choir group chat.,False,data/split/s01_A_modal_C012.wav,2.94,s01_A_modal_C012.wav,2.94,140.4566303877108,133.7922385211245,20.19906497522573,117.985296828963,174.13626875434818,6.7393155825541715,91.55327021548199,351.91206784152826,140.0,0.06553561643268728,0.00819195205408591,0.35,133.52759785487436,0.9685639740537835,0.0,0.0,0.0,39.88603988603989,,6.532055988616151,2.457944118242326,13.185338618595202,1.2575055423316805,7.7154891393269756,4250.0,0.139432307842048,580.8660723414746,1527.8534127470598,2378.9480490917986,13,,0.24439856071498406,0.21293721434819804,0.42433080640001924,0.375,0.20833333333333334,72,True,117.985296828963,2.457944118242326,6.532055988616151,0.21293721434819804,0.375,,6941.943421445922,,1,,,0,2.4609684954088573,0.9779261427914662,10.48494711426967,5,,0,,0,,0,,0,,0,False
s01_A_modal_C013,s01,A_modal,C013,command,Show me my calendar for next Thursday.,Show me a calendar for next Thursday.,True,data/split/s01_A_modal_C013.wav,2.72,s01_A_modal_C013.wav,2.72,142.68093777737712,144.00693848491608,17.305454289441155,120.50007646628019,167.99736436156357,5.752854448873871,97.6643394510599,228.16312946772396,165.0,0.03071745548950664,0.00767936387237666,0.35,143.77859419327237,0.9526706284901074,0.006097560975609756,0.0,0.0,47.00854700854701,,9.374625782721822,1.8009579365879052,9.23821124196132,0.893494994322901,8.98551590267223,3750.0,0.2076708687077592,471.2920927360866,1531.3507351510918,2203.0113905552043,13,,0.11541455323145995,0.0795295514708215,0.25397341339300644,0.078125,0.03125,64,True,120.50007646628019,1.8009579365879052,9.374625782721822,0.0795295514708215,0.078125,,7053.69291615951,,1,4873.418907053718,,1,-1.770208669139275,-5.311400888440536,10.094451782837227,5,,0,,0,,0,,0,,0,False
s01_A_modal_C014,s01,A_modal,C014,command,Convert eighty degrees Fahrenheit to Celsius.,Convert eighty degrees Fahrenheit to Celsius.,False,data/split/s01_A_modal_C014.wav,3.61,s01_A_modal_C014.wav,3.61,134.78607779022366,135.55062992462558,23.792363628056393,103.59294780882595,163.14641688865532,7.862898108280886,64.83496433509906,223.49751744835726,142.0,0.09254265906570168,0.01156783238321271,0.35,135.18495367164812,0.8523650144277218,0.014184397163120567,2.0,1.0,46.557377049180324,,7.131519337801444,2.1571586553534523,12.147509477636186,1.1731450913516033,8.222620358842871,4500.0,0.16360970377891118,469.08906609410064,1759.676612146735,2527.068273855354,13,,0.2244101787457718,0.1474584602409505,0.5993370353089376,0.21774193548387097,0.1774193548387097,124,True,103.59294780882595,2.1571586553534523,7.131519337801444,0.1474584602409505,0.21774193548387097,,6462.647202223634,1092.4431275017064,3,,,0,-2.4120475193065785,-8.275582134578862,2.655264117964549,11,23.643906794769794,3,3.3654251185646356,1,,0,57.48504609050897,1,10.081249175235785,1,False
s01_A_modal_C015,s01,A_modal,C015,command,Skip to the next song.,Skip to the next song.,False,data/split/s01_A_modal_C015.wav,1.41,s01_A_modal_C015.wav,1.41,117.662237030907,114.93427822640929,16.640407413354787,99.47134224078273,146.23045900885904,6.670691986542607,60.644689938814665,206.836879915496,52.0,0.09893693917890403,0.012367117397363004,0.35,114.99507837545497,0.9726661518108074,0.0,0.0,0.0,48.598130841121495,period_doubling_present,4.923020590003052,2.9887651923109675,14.90815435691831,1.4765090859971854,7.798614524807103,4250.0,0.09801610340994966,640.127366843705,1604.360471485756,2537.2448452496565,13,,0.3549332188472908,0.3097117304903343,0.6667319516959256,0.5869565217391305,0.41304347826086957,46,True,99.47134224078273,2.9887651923109675,4.923020590003052,0.3097117304903343,0.5869565217391305,multiply_pulsed,4633.751132949477,1723.7945768420163,3,,,0,-1.5996606105553823,-2.4696139251824256,4.310031317730964,4,,0,,0,,0,,0,,0,False
s01_A_modal_C016,s01,A_modal,C016,command,What's the score of the Mets game?,What's the score of the Mets game?,False,data/split/s01_A_modal_C016.wav,2.76,s01_A_modal_C016.wav,2.76,125.06652889035975,121.5005780938848,23.621530684842654,95.82392521178852,157.66116920918728,8.620434745272163,77.92512955275843,229.22328902659237,66.0,0.0769969845983735,0.009624623074796687,0.8,121.49155395227012,0.5208629321347564,0.015384615384615385,2.0,1.0,23.655913978494624,,5.310805282686358,3.997500627062093,14.965818910975596,1.3865395375906129,6.131599536512297,4000.0,0.15558210983332713,573.383895268202,1406.9283490696873,2296.626659553015,13,,0.33488409325057317,0.23476655366617716,0.6663497281500548,0.4166666666666667,0.2916666666666667,48,True,95.82392521178852,3.997500627062093,5.310805282686358,0.23476655366617716,0.4166666666666667,irregular_f0,7318.268419460546,1462.9958720633413,3,,,0,-2.387087976396163,-3.97251743898466,12.59791781847982,5,12.749228581967254,1,12.749228581967254,1,,0,,0,,0,False
s01_A_modal_C017,s01,A_modal,C017,command,Set an alarm for six forty-five.,Set an alarm for six forty-five.,False,data/split/s01_A_modal_C017.wav,2.395,s01_A_modal_C017.wav,2.395,123.07317013197492,119.0297949853251,18.910916091040857,99.34312433486015,156.25939170057038,7.84141053365167,81.3512215259278,210.20642696444384,124.0,0.03687713526273059,0.009219283815682648,0.35,118.63222717121312,0.9537535672578942,0.0,2.0,1.0,48.4375,,6.909237967070262,1.7392578247746853,11.482588657306978,1.1769933969323274,8.760375198150902,3750.0,0.1734813078916292,541.9419723499947,1348.231600538003,1978.5692971528756,13,,0.19301023313159538,0.1617903062023969,0.3546686046080664,0.2222222222222222,0.1111111111111111,99,True,99.34312433486015,1.7392578247746853,6.909237967070262,0.1617903062023969,0.2222222222222222,,6641.858011964608,870.0944831913944,3,,,0,-5.149302093285741,-7.832842657433602,9.517289976815485,8,,0,,0,,0,,0,,0,False
s01_A_modal_C018,s01,A_modal,C018,command,Find a ramen place open past midnight.,Find a ramen place open past midnight.,False,data/split/s01_A_modal_C018.wav,2.58,s01_A_modal_C018.wav,2.58,153.0674098964825,145.2618921343072,26.174816523902166,122.51804041473734,193.78923145377908,7.9379304889608395,71.82688503679155,259.5962985946916,130.0,0.041767090393288304,0.010441772598322076,0.35,144.2846816933298,0.8826813574797191,0.0,0.0,0.0,53.278688524590166,,7.780006284741791,2.66476195580401,13.839399729188658,1.2826350704907896,8.438816255614718,4750.0,0.18295051206398297,580.9126667113574,1650.3486446824245,2547.270505945664,13,,0.24813384410071912,0.18761981935262018,0.4885449125613913,0.2916666666666667,0.1875,96,True,122.51804041473734,2.66476195580401,7.780006284741791,0.18761981935262018,0.2916666666666667,,6126.5904943413125,399.773453604499,2,,,0,-1.2851257785114907,-3.9613881727448197,10.029200263514541,7,,0,,0,,0,,0,,0,False
s01_A_modal_C019,s01,A_modal,C019,command,Read my last message from Anjali.,Read my last message from Anjali.,False,data/split/s01_A_modal_C019.wav,3.49,s01_A_modal_C019.wav,3.49,149.15999566421823,143.41159111284165,27.06026732218058,120.38771137322237,191.16123370398523,8.005222171138549,95.40858219271375,254.47441957430783,203.0,0.06288742440256295,0.007860928050320369,0.35,142.2573182640875,0.7244761911595825,0.0,0.0,0.0,46.559633027522935,,7.058097217610233,2.4272229266711305,15.385654151074151,1.3360576494124519,8.98154378696905,4000.0,0.20683248298571466,523.4111431413262,1319.6615155682691,2289.13089654365,13,,0.21305445347780114,0.15933586088477858,0.38041155095439083,0.1875,0.140625,64,True,120.38771137322237,2.4272229266711305,7.058097217610233,0.15933586088477858,0.1875,,7282.71008814438,291.5057192015529,2,,,0,-2.7703959214943286,-8.836263015519185,12.60823635264978,5,,0,,0,,0,,0,,0,False
s01_A_modal_C020,s01,A_modal,C020,command,How do you say thank you in Japanese?,How do you say thank you in Japanese?,False,data/split/s01_A_modal_C020.wav,2.74,s01_A_modal_C020.wav,2.74,165.19259838620698,170.6510532443773,28.230178930431233,112.45507259119906,194.28802501809858,9.466178923240257,90.38783164236764,281.27134634941694,110.0,0.06638061662702405,0.008297577078378006,0.35,162.73551261842795,0.7386481427022232,0.009174311926605505,0.0,0.0,34.05572755417957,,7.140837489305443,2.2661741274242266,11.850187931734279,1.1473528281067762,7.333072397146104,5000.0,0.14546493022656207,559.3698906416938,1917.3034506381673,2630.112468431783,13,,0.21550078837878084,0.18371818863434763,0.46734866348297016,0.2345679012345679,0.1728395061728395,81,True,112.45507259119906,2.2661741274242266,7.140837489305443,0.18371818863434763,0.2345679012345679,,7048.035363056146,,1,,,0,-3.8481787557955247,-11.059976224532434,5.744191066070421,7,,0,,0,,0,,0,,0,False
s01_A_modal_C021,s01,A_modal,C021,command,Start a workout on my watch.,Start a workout on my watch.,False,data/split/s01_A_modal_C021.wav,2.55,s01_A_modal_C021.wav,2.55,129.59927628581048,124.77340158304094,22.8768083057523,100.93859448862439,156.26676453112756,7.566396832223237,79.5395181545199,225.01716349120966,117.0,0.037717100500558196,0.009429275125139549,0.8,124.34963187134996,0.8804924728267395,0.008620689655172414,3.0,1.0,43.82022471910113,period_doubling_present,6.684630845698295,2.675767138710143,12.73271515577119,1.2080725903175713,7.68720699166027,4250.0,0.18262767896150933,577.1730306854397,1358.1168657772469,2426.003037075702,13,,0.34111984516906607,0.311767398216451,0.6173285284792032,0.5714285714285714,0.4642857142857143,84,True,100.93859448862439,2.675767138710143,6.684630845698295,0.311767398216451,0.5714285714285714,multiply_pulsed,5318.514753678952,,1,,,0,-0.034083596143064554,-1.2545243117595994,9.812164010500446,5,5.969353621978406,3,2.918232535451315,1,,0,7.49491416524195,2,,0,False
s01_A_modal_C022,s01,A_modal,C022,command,Cancel my reminder about the dentist.,Cancel my reminder about the dentist.,False,data/split/s01_A_modal_C022.wav,2.4,s01_A_modal_C022.wav,2.4,133.71458947562272,134.39784003813844,24.97470999597258,103.97914950696122,165.08420689033872,8.002894183668001,64.71435751970854,229.55553314171232,97.0,0.09271512891359109,0.011589391114198886,0.8,134.12402238319373,0.8056282772770537,0.020833333333333332,0.0,0.0,48.5,,8.632307851076735,1.7949724448353082,11.403277559981943,1.0805914914402344,8.94827360563912,5250.0,0.146208274571238,592.2143249760657,1817.0460873117795,2652.2036421128337,13,,0.19774705895475278,0.14335831972666796,0.35278707359054223,0.20202020202020202,0.10101010101010101,99,True,103.97914950696122,1.7949724448353082,8.632307851076735,0.14335831972666796,0.20202020202020202,,6705.524774956037,,1,,,0,-4.933165373534951,-6.1722071251224815,8.423712895042195,7,,0,,0,,0,,0,,0,False
s01_A_modal_C023,s01,A_modal,C023,command,Take a note about the pitch analysis.,Take a note about the pitch analysis.,False,data/split/s01_A_modal_C023.wav,2.78,s01_A_modal_C023.wav,2.78,131.36438393593548,144.233685653257,28.45690448920397,89.15434327905574,156.47468043369247,9.738626907555993,61.52667147029469,229.56256369133635,74.0,0.04875934173439581,0.012189835433598953,0.35,144.40897408024568,0.8200755357508569,0.0136986301369863,2.0,1.0,32.888888888888886,period_doubling_present,5.662406053280382,2.9474491480594356,13.750539084276822,1.3771214213157703,6.475335121548163,4250.0,0.14216661986580406,561.8187771120141,1512.7358117229996,2430.3287483144804,13,,0.30784812188091415,0.22896921053555566,0.5630840252334859,0.46153846153846156,0.4230769230769231,52,True,89.15434327905574,2.9474491480594356,5.662406053280382,0.22896921053555566,0.46153846153846156,,6988.475199892705,,1,,,0,-4.9525551395628264,-7.9652649710624575,0.9708179544125338,7,6.12940099601611,2,8.941234424464595,1,,0,3.3175675675676253,1,,0,False
s01_A_modal_C024,s01,A_modal,C024,command,What is twenty percent of forty-three dollars?,What is twenty percent of forty-three dollars?,False,data/split/s01_A_modal_C024.wav,2.215,s01_A_modal_C024.wav,2.215,136.8798112495984,136.73021057999276,23.28873667753735,104.2818354061383,162.49832349642458,7.679243442988962,67.6698222795691,226.47424608473017,112.0,0.04433290791877491,0.011083226979693727,0.35,132.13123790409568,0.894661524871995,0.009009009009009009,5.0,1.0,57.142857142857146,,7.246726245346675,3.216781885861665,15.12070218584793,1.2598496741485499,8.71016033953569,4750.0,0.15137028614875975,487.28352111758636,1725.876149881191,2524.616370489531,13,,0.2560141033628089,0.1691267121628442,0.5274018199930196,0.2777777777777778,0.2,90,True,104.2818354061383,3.216781885861665,7.246726245346675,0.1691267121628442,0.2777777777777778,irregular_f0,5254.839983537458,,1,,,0,-1.9365303609461517,-4.8510838953890465,14.705186351462983,11,,0,,0,,0,,0,,0,False
s01_A_modal_C025,s01,A_modal,C025,command,Turn the volume down a little.,Turn the volume down a little.,False,data/split/s01_A_modal_C025.wav,1.53,s01_A_modal_C025.wav,1.53,129.95082369237073,117.9658286306813,29.793793372999428,96.5614195732075,170.3318924154319,9.82595754333953,56.489006376389156,239.00667476350455,81.0,0.05310767868726254,0.013276919671815634,0.35,127.7441533887524,0.5533516314683253,0.0,2.0,1.0,72.32142857142857,,8.524896758483663,1.94347356260985,13.554211300924536,1.2395708895351776,10.31168204739009,5000.0,0.14105935579613202,513.6752802978148,1698.537016817953,2589.8252232489704,13,,0.2429137068705484,0.19672452209845728,0.4606114530281171,0.25675675675675674,0.16216216216216217,74,True,96.5614195732075,1.94347356260985,8.524896758483663,0.19672452209845728,0.25675675675675674,,,,0,,,0,-1.6361877320780611,-2.720393280658721,12.540366250702583,5,,0,,0,,0,,0,,0,False
s01_A_modal_C026,s01,A_modal,C026,command,Open the Praat documentation in Safari.,Open the Pratt documentation in Safari.,True,data/split/s01_A_modal_C026.wav,3.12,s01_A_modal_C026.wav,3.12,145.64196832901916,139.10311421779048,37.71396642974092,104.87379877468541,200.53596127881488,11.22248023504961,83.2707715896891,262.4472590417864,169.0,0.03602704697852795,0.009006761744631988,0.35,139.62799096295066,0.39200063575902233,0.005952380952380952,0.0,0.0,49.27113702623907,anchor_unreliable,7.015783909437989,2.6058421193074466,14.778988987844615,1.3568831159385302,8.224383887297323,4250.0,0.17840409484473133,568.1630782568684,1519.8627967551224,2464.7665596013167,13,,0.2599494462387206,0.19418867588945637,0.5689932675626735,0.34710743801652894,0.2396694214876033,121,True,104.87379877468541,2.6058421193074466,7.015783909437989,0.19418867588945637,0.34710743801652894,,6752.923515426803,,1,3948.765381013591,,1,-1.178364126789213,-3.860587467834124,9.571305730177635,11,36.39269087228936,1,,0,,0,,0,36.39269087228936,1,False
